County,State,Asian,Black,Hisp. Or Lat.,Native American,Other,White
Tarrant County,Texas,4.7,14.9,26.7,0.7,10,66.6
Trinity County,Texas,0.3,9.4,7.7,0.5,3.9,84.3
Walker County,Texas,0.9,22.5,16.8,0.4,7,67.1
Wharton County,Texas,0.4,14.1,37.4,0.4,11.1,72.2
Cleveland County,Oklahoma,3.8,4.2,7,4.7,2.3,79.3
Marion County,Oregon,1.9,1.1,24.3,1.6,12.6,78.2
Young County,Texas,0.4,1.3,16.4,0.7,5.4,90.3
Cache County,Utah,1.9,0.6,10,0.6,5.5,89.1
Garfield County,Utah,1.2,0.4,4.5,1.6,1.6,94.1
Weakley County,Tennessee,1.1,7.8,2,0.3,0.6,88.9
Williamson County,Tennessee,3,4.3,4.5,0.2,1.5,89.4
Andrews County,Texas,0.6,1.5,48.7,1,15.5,79.5
Bandera County,Texas,0.3,0.5,16.7,0.8,3.8,92.8
Bell County,Texas,2.8,21.5,21.6,0.8,7.7,61.4
Brazos County,Texas,5.2,11,23.3,0.4,7.7,73.3
Callahan County,Texas,0.4,1,7.6,0.6,2.2,93.9
Childress County,Texas,0.7,9.9,26.8,0.6,5.3,82
Coleman County,Texas,0.4,2.2,16,0.7,6.7,88.2
Llano County,Texas,0.4,0.6,8,0.6,2.1,94.9
Crosby County,Texas,0.1,3.4,52.3,0.6,14.8,79
Delta County,Texas,0.6,7.3,5.5,1.4,2.7,85.3
Duval County,Texas,0.2,0.9,88.5,0.4,9.8,87
Erath County,Texas,0.7,1.2,19.2,0.8,10,85.6
Floyd County,Texas,0.2,3.6,52.9,0.7,18,76.3
Frio County,Texas,2.1,3.4,77.8,0.5,14.6,77.4
Gillespie County,Texas,0.4,0.4,20,0.6,6.1,91.3
New Kent County,Virginia,0.9,13.5,2.1,1.1,0.5,81.7
Northumberland County,Virginia,0.3,25.3,3.1,0.2,1.6,71.4
Rappahannock County,Virginia,0.5,4.4,3.1,0.2,0.5,92.7
Smyth County,Virginia,0.3,2,1.6,0.1,0.9,95.8
Stafford County,Virginia,2.8,17,9.2,0.4,3.2,72.5
Danville city,Virginia,0.9,48.3,2.9,0.2,1.5,47.7
Franklin city,Virginia,0.7,56.9,1.6,0.3,0.7,39.4
Lynchburg city,Virginia,2.5,29.3,3,0.3,1.3,64.4
Wilson County,Texas,0.4,1.6,38.2,0.7,6.1,89.1
Portsmouth city,Virginia,1.1,53.3,3.1,0.4,1,41.6
Williamsburg city,Virginia,5.7,14,6.7,0.3,2.5,74
Chelan County,Washington,0.8,0.3,25.8,1,15.7,79.3
Kitsap County,Washington,4.9,2.6,6.2,1.6,1.6,82.6
Skamania County,Washington,0.9,0.4,5,1.6,1.3,92.8
Whitman County,Washington,7.8,1.7,4.6,0.7,1.4,84.6
Clay County,West Virginia,0.1,0.1,0.4,0.2,0.1,98.8
Hancock County,West Virginia,0.3,2.3,1,0.1,0.2,95.7
Lewis County,West Virginia,0.3,0.5,0.6,0.2,0.1,97.9
Colorado County,Texas,0.4,13.1,26.1,0.6,8.8,75.1
Pleasants County,West Virginia,0.1,1.3,0.8,0.2,0.1,97.3
Ritchie County,West Virginia,0.1,0.2,0.5,0.1,0.2,98.7
Tucker County,West Virginia,0.1,0.2,0.6,0.2,0.1,98.7
Wirt County,West Virginia,0.2,0.2,0.5,0.2,0,98.5
Burnett County,Wisconsin,0.3,0.5,1.3,4.6,0.4,91.6
Dane County,Wisconsin,4.7,5.2,5.9,0.4,2.5,84.7
Dodge County,Wisconsin,0.5,2.7,4,0.4,1.5,93.8
Eau Claire County,Wisconsin,3.3,0.9,1.8,0.5,0.5,93.1
Florence County,Wisconsin,0.3,0.2,0.8,0.7,0.3,97.4
La Crosse County,Wisconsin,4.1,1.4,1.5,0.4,0.3,92.1
Lincoln County,Wisconsin,0.4,0.5,1.2,0.3,0.5,97.2
Menominee County,Wisconsin,0,0.4,4.2,87.5,0.1,10.7
Outagamie County,Wisconsin,3,1,3.6,1.7,1.5,91.3
Price County,Wisconsin,0.4,0.3,1.1,0.4,0.3,97.1
Shawano County,Wisconsin,0.4,0.3,2.2,7.6,0.9,88.8
Norton city,Virginia,1.4,6.3,1.7,0.1,1.1,88.7
Waupaca County,Wisconsin,0.4,0.3,2.5,0.5,0.8,97.1
Campbell County,Wyoming,0.6,0.3,7.8,1.2,2.7,93.2
Goshen County,Wyoming,0.3,0.6,9.7,0.8,2.4,94.5
Uinta County,Wyoming,0.3,0.3,8.8,0.8,4.1,92.4
Aguadilla Municipio,Puerto Rico,0.2,7.4,98.5,0.3,6.8,83
Millard County,Utah,0.6,0.1,12.8,1,9.1,87.6
Rich County,Utah,0.3,0,4.2,0.7,0.7,97
Sevier County,Utah,0.3,0.2,4.5,1.1,1.8,94.9
Wayne County,Utah,0.7,0.1,4.2,0.5,2.2,94.8
Grand Isle County,Vermont,0.3,0.4,1.1,0.9,0.3,95.3
Albemarle County,Virginia,4.7,9.7,5.5,0.3,2.3,80.6
Amherst County,Virginia,0.5,19,1.9,0.9,0.7,76.7
Botetourt County,Virginia,0.5,3,1.1,0.3,0.2,94.9
Mercer County,West Virginia,0.5,6.1,0.8,0.2,0.2,91.6
Dinwiddie County,Virginia,0.4,32.9,2.4,0.3,1,63.9
Fluvanna County,Virginia,0.6,15.3,3,0.2,1,80.7
Greene County,Virginia,1.4,6.3,4.2,0.2,2.2,87.6
King and Queen County,Virginia,0.2,28.4,2.6,1.6,0.8,67.1
Louisa County,Virginia,0.5,17.7,2.3,0.4,0.7,78.4
Conecuh County,Alabama,0.1,46.5,1.2,0.3,0.7,51.3
Covington County,Alabama,0.4,12.5,1.3,0.6,0.4,84.8
DeKalb County,Alabama,0.3,1.5,13.6,1.4,9.9,84.5
Escambia County,Alabama,0.2,31.9,1.9,3.4,0.9,62.1
Greene County,Alabama,0.2,81.5,0.8,0.2,0.3,17.4
Houston County,Alabama,0.8,25.8,2.9,0.4,1.2,70
Washburn County,Wisconsin,0.4,0.2,1.3,1.2,0.3,96.4
Lauderdale County,Alabama,0.7,10,2.2,0.4,1.1,86.4
Mobile County,Alabama,1.8,34.6,2.4,0.9,0.9,60.2
Sumter County,Alabama,0.2,75,0.6,0.1,0.2,24.2
Tuscaloosa County,Alabama,1.2,29.6,3.1,0.3,1.5,66.3
Winston County,Alabama,0.2,0.5,2.6,0.7,1.5,95.6
Anchorage Municipality,Alaska,8.1,5.6,7.6,7.9,2.3,66
Denali Borough,Alaska,1,0.5,2.3,3.6,0.8,89.6
Skagway Municipality,Alaska,0.5,0,2.2,3.5,0.4,91.4
Carroll County,Virginia,0.2,0.6,2.6,0.2,1.3,97.1
Alameda County,California,26.1,12.6,22.5,0.6,10.8,43
Barceloneta Municipio,Puerto Rico,0.1,7.6,99.4,0.3,8.7,80.7
Bayam’_n Municipi,Puerto Rico,0.2,10.3,99,0.6,7.3,78.3
Can’_vanas Municipi,Puerto Rico,0.2,21.6,99.2,0.9,13.5,61.2
Ciales Municipio,Puerto Rico,0,4.2,99.7,0.1,4.2,89.5
Dorado Municipio,Puerto Rico,0.2,15.7,98,0.7,10,69.5
Gurabo Municipio,Puerto Rico,0.1,14.6,99.2,0.4,6.5,72.5
Juncos Municipio,Puerto Rico,0.1,13.7,99.3,0.5,8.2,71.7
Las Piedras Municipio,Puerto Rico,0.1,11.8,99.4,0.5,10.4,70.5
Moca Municipio,Puerto Rico,0.1,4.5,99.4,0.2,3.7,89.5
Pe’±uelas Municipi,Puerto Rico,0.2,9.2,99.4,0.4,6.7,81.8
Salinas Municipio,Puerto Rico,0.1,16.4,99.3,0.6,11.4,67.4
Lamar County,Alabama,0,11.3,1.2,0.2,0.6,86.7
Villalba Municipio,Puerto Rico,0,8.5,99.7,0.2,6.2,82.1
Barbour County,Alabama,0.4,46.9,5.1,0.4,3.3,48
Butler County,Alabama,0.8,43.4,0.9,0.3,0.2,54.4
Cherokee County,Alabama,0.2,4.6,1.2,0.5,0.5,92.7
Marin County,California,5.5,2.8,15.5,0.6,6.7,80
Monterey County,California,6.1,3.1,55.4,1.3,28.3,55.6
Haines Borough,Alaska,0.6,0.4,1.9,9.2,0.8,83.2
Washington County,Arkansas,2.2,3,15.5,1.2,8.9,79.9
Sacramento County,California,14.3,10.4,21.6,1,9.3,57.5
San Bernardino County,California,6.3,8.9,49.2,1.1,21.6,56.7
Trujillo Alto Municipio,Puerto Rico,0.2,14.6,98.9,0.7,9.2,72.1
Charlotte County,Florida,1.2,5.7,5.8,0.3,1.1,90
Dixie County,Florida,0.3,8.4,3.1,0.4,0.5,88.8
Escambia County,Florida,2.7,22.9,4.7,0.9,1.3,68.9
Franklin County,Florida,0.2,13.8,4.6,0.5,1.2,82.6
Placer County,California,5.9,1.4,12.8,0.9,3.8,83.5
San Mateo County,California,24.8,2.8,25.4,0.5,11.8,53.4
Sonoma County,California,3.8,1.6,24.9,1.3,11.8,76.8
Ventura County,California,6.7,1.8,40.3,1,17,68.7
Cheyenne County,Colorado,0.6,0.4,9.7,0.7,4.1,93.2
Costilla County,Colorado,1,0.7,66,3,22.8,68
San Luis Obispo County,California,3.2,2.1,20.8,0.9,7.3,82.6
Lassen County,California,1,8.1,17.5,3.5,10.2,73.2
Los Angeles County,California,13.7,8.7,47.7,0.7,21.8,50.3
Hillsborough County,Florida,3.4,16.7,24.9,0.4,5,71.3
Logan County,Colorado,0.6,4,15.6,1.2,3.7,89
Montezuma County,Colorado,0.5,0.2,11,12.2,3.3,81.1
Park County,Colorado,0.6,0.4,4.8,0.9,0.9,94.7
Prowers County,Colorado,0.3,0.5,35.2,0.9,14.7,81
Routt County,Colorado,0.6,0.4,6.8,0.5,2.1,94.8
Sedgwick County,Colorado,0.7,0.3,12.1,0.4,4.7,92.2
Yuma County,Colorado,0.2,0.2,20.8,0.5,9.8,88.2
Arapahoe County,Colorado,5.1,10.2,18.4,0.8,6.8,72.7
Eagle County,Colorado,1,0.7,30.1,0.7,12.3,83.2
Garfield County,Colorado,0.7,0.7,28.3,1.1,12.6,82.2
Jackson County,Colorado,0.1,0,10.8,1.2,5,92.5
Fresno County,California,9.6,5.3,50.3,1.7,23.3,55.4
Humboldt County,California,2.2,1.1,9.8,5.7,3.7,81.7
New Haven County,Connecticut,3.5,12.7,15,0.3,6,74.8
Kent County,Delaware,2,24,5.8,0.6,2,67.8
New Castle County,Delaware,4.3,23.7,8.7,0.3,3.5,65.5
Bay County,Florida,2,10.8,4.8,0.7,1.2,82.2
Angelina County,Texas,0.9,15,19.8,0.5,9.8,72.1
Aransas County,Texas,2,1.3,24.6,0.7,6.3,87.4
Atascosa County,Texas,0.3,0.8,61.9,0.8,10.9,84.9
Austin County,Texas,0.4,9.4,23.4,0.5,8.8,78.8
Bailey County,Texas,0.4,1.2,59.8,1.4,19.6,75.3
Baylor County,Texas,0.1,2,12.2,0.3,3.9,91.5
Bexar County,Texas,2.4,7.5,58.7,0.8,12.7,72.9
Bosque County,Texas,0.2,1.6,16.1,0.6,5.9,89.9
Brewster County,Texas,0.7,1.1,42.4,1.1,7.6,86.6
Briscoe County,Texas,0,2.5,25.1,0.2,7.3,87.5
Caldwell County,Texas,0.9,6.8,47.1,0.8,13.1,75.8
Ohio County,West Virginia,0.8,3.7,0.8,0.1,0.2,93.2
Pendleton County,West Virginia,0.3,1.9,0.9,0.2,0.2,96.2
Pocahontas County,West Virginia,0,0.7,0.8,0.2,0.2,97.8
Randolph County,West Virginia,0.3,1.2,0.7,0.2,0.1,97.3
Roane County,West Virginia,0.3,0.1,0.7,0.2,0.2,98.4
Tyler County,West Virginia,0.1,0.2,0.5,0.2,0,99
Wetzel County,West Virginia,0.2,0.1,0.5,0.1,0.2,98.7
Wood County,West Virginia,0.5,1.1,0.9,0.2,0.2,96.4
Ashland County,Wisconsin,0.4,0.3,1.9,11.1,0.3,84.6
Barron County,Wisconsin,0.5,0.9,1.9,0.9,0.5,96.1
Buffalo County,Wisconsin,0.2,0.3,1.7,0.3,0.9,97.5
Calumet County,Wisconsin,2.1,0.5,3.5,0.4,1.4,94.3
Chippewa County,Wisconsin,1.2,1.6,1.3,0.5,0.3,95.3
Columbia County,Wisconsin,0.5,1.3,2.5,0.5,0.8,95.8
Crawford County,Wisconsin,0.4,1.8,0.9,0.2,0.2,96.6
Hatillo Municipio,Puerto Rico,0.1,4.4,99.2,0.2,5.9,87.3
Hormigueros Municipio,Puerto Rico,0.1,8.3,99.5,0.4,7.3,81.2
Isabela Municipio,Puerto Rico,0.1,7.5,99,0.3,5.8,83.4
Jayuya Municipio,Puerto Rico,0.1,3.4,99.6,0.4,3.6,90.7
Lajas Municipio,Puerto Rico,0.1,5.2,99.3,0.2,12.1,80.6
Lo’_za Municipi,Puerto Rico,0.1,64.3,99.4,0.5,6.1,26.5
Luquillo Municipio,Puerto Rico,0.2,20.8,97.9,0.9,8.7,65.5
Maunabo Municipio,Puerto Rico,0.1,30.4,99.2,0.8,16.3,47.9
Morovis Municipio,Puerto Rico,0.1,5.2,99.4,0.2,3.5,88.4
Naguabo Municipio,Puerto Rico,0.2,15.9,99.2,0.4,9.3,71.1
Orocovis Municipio,Puerto Rico,0.1,6.2,99.6,0.4,4.3,86.7
Rinc’_n Municipi,Puerto Rico,0.2,5.3,96.4,0.5,5.6,85.7
R’_o Grande Municipi,Puerto Rico,0.2,24.6,99,0.7,9.4,61.9
San Germ’çn Municipi,Puerto Rico,0.1,5.6,99.2,0.4,8.4,83.4
San Sebasti’çn Municipi,Puerto Rico,0.1,3,99.3,0.3,5.7,88.5
St. Clair County,Illinois,1.2,30.5,3.3,0.2,1.2,64.6
Warren County,Illinois,0.5,1.7,8.4,0.2,4.5,91.3
Williamson County,Illinois,0.8,3.8,2,0.4,0.5,92.7
Bartholomew County,Indiana,3.4,1.8,6.2,0.3,3.2,89.6
Brown County,Indiana,0.3,0.3,1.2,0.3,0.3,97.6
Clinton County,Indiana,0.2,0.4,13.2,0.2,6.8,91
Delaware County,Indiana,1,6.9,1.8,0.3,0.6,89.1
Floyd County,Indiana,0.9,5.2,2.6,0.2,1.2,90.4
Fountain County,Indiana,0.2,0.2,2.2,0.3,0.8,97.5
Fulton County,Indiana,0.5,0.7,4.2,0.5,2.2,95
Grant County,Indiana,0.6,7,3.6,0.3,1.4,88.2
Hendricks County,Indiana,2.1,4.9,3,0.2,1.1,90.1
Jasper County,Indiana,0.4,0.6,5.4,0.2,2,95.8
LaPorte County,Indiana,0.5,10.8,5.5,0.3,2,84.1
Monroe County,Indiana,5.2,3.3,2.9,0.3,1,87.8
Parke County,Indiana,0.2,2.3,1.2,0.4,0.4,96.1
Putnam County,Indiana,0.7,4,1.5,0.3,0.5,93.4
Cameron County,Texas,0.7,0.5,88.1,0.4,9.8,87
Carson County,Texas,0.3,0.6,8.5,1.1,2.5,93.9
Cass County,Texas,0.3,17.4,3.5,0.5,1.3,79
Chambers County,Texas,1,8.2,18.9,0.6,9.5,78.6
Clay County,Texas,0.3,0.5,4.3,1.1,1.3,95.1
Collingsworth County,Texas,0.1,4.4,30,1.7,13.2,76.5
Comal County,Texas,0.8,1.6,24.9,0.6,5.4,89.5
Crockett County,Texas,0.3,0.8,63.2,0.9,13,83.1
Culberson County,Texas,1,0.6,76.2,1.3,15.4,78.9
Dallas County,Texas,5,22.3,38.3,0.7,15.5,53.5
Douglas County,Wisconsin,0.9,1.1,1.1,2,0.2,93.2
Forest County,Wisconsin,0.1,0.8,1.5,13.5,0.3,82.7
Green County,Wisconsin,0.5,0.4,2.8,0.2,1.3,96.6
Jefferson County,Wisconsin,0.7,0.8,6.6,0.3,3,94
Juneau County,Wisconsin,0.4,2.1,2.6,1.5,0.7,94
Kewaunee County,Wisconsin,0.3,0.3,2.3,0.4,1.1,97
Marathon County,Wisconsin,5.3,0.6,2.2,0.5,0.9,91.3
Page County,Virginia,0.3,1.9,1.6,0.2,0.5,95.9
Toa Baja Municipio,Puerto Rico,0.3,16.8,99,0.6,8.7,70.2
Utuado Municipio,Puerto Rico,0.1,2.7,99.4,0.2,2.9,92.7
Vega Alta Municipio,Puerto Rico,0.2,14.9,98.7,0.7,10,71.2
Yabucoa Municipio,Puerto Rico,0.2,14.1,99.3,0.5,11.4,65.6
Yauco Municipio,Puerto Rico,0.1,5.9,99.5,0.3,7.9,83
Baldwin County,Alabama,0.7,9.4,4.4,0.7,2,85.7
Clay County,Alabama,0.2,14.8,2.9,0.4,1.2,81.7
Crenshaw County,Alabama,1.4,23.4,1.5,0.4,0.7,72.6
Fayette County,Alabama,0.2,11.4,1.2,0.3,0.6,86.5
Jefferson County,Alabama,1.4,42,3.9,0.3,2.2,53
Marengo County,Alabama,0.3,51.7,1.7,0.2,0.7,46.4
Morgan County,Alabama,0.6,11.9,7.7,0.9,4.8,79.8
St. Clair County,Alabama,0.6,8.6,2.1,0.3,0.9,88.2
Scott County,Indiana,0.4,0.2,1.5,0.2,0.5,97.9
Sullivan County,Indiana,0.2,4.5,1.4,0.3,0.3,93.7
Vigo County,Indiana,1.7,6.9,2.3,0.3,0.6,88.3
Appanoose County,Iowa,0.3,0.5,1.4,0.2,0.3,97.7
Buena Vista County,Iowa,5.6,2.7,22.7,0.3,8.5,80.7
Cass County,Iowa,0.2,0.3,1.8,0.2,0.7,97.7
Glynn County,Georgia,1.2,26,6.4,0.3,3,67.6
Greene County,Georgia,0.3,38.2,5.6,0.3,3.4,56.6
Haralson County,Georgia,0.5,4.7,1.1,0.2,0.4,92.8
Houston County,Georgia,2.4,28.6,6.1,0.3,2.4,63.3
Jefferson County,Georgia,0.4,54.4,3.1,0.1,1.6,42.6
Long County,Georgia,0.8,25.2,12.3,0.6,7.2,62.4
Macon County,Georgia,1.3,60.6,3.6,0.3,1.6,35.1
Monroe County,Georgia,0.8,23.7,2,0.3,0.9,73.3
Oconee County,Georgia,3.1,5,4.4,0.1,2,88.4
Pickens County,Georgia,0.4,1.1,2.8,0.3,1.3,95.7
Deaf Smith County,Texas,0.3,1.2,67.3,0.9,17.3,77.8
Denton County,Texas,6.6,8.4,18.2,0.7,6.3,75
Dickens County,Texas,0.9,4.1,29,1.6,7.9,84
Donley County,Texas,0.2,4.5,8.4,0.5,3,89.9
Eastland County,Texas,0.3,1.8,14.4,0.7,5.7,89.9
Ellis County,Texas,0.6,9,23.5,0.6,8.9,78.6
Falls County,Texas,0.3,25.3,20.8,0.6,11.3,60.6
Fisher County,Texas,0.2,3.4,25.1,0.5,7.2,86.7
Foard County,Texas,0.4,4,14,0.2,4,90.6
Freestone County,Texas,0.3,16.1,13.6,0.7,8.1,73.1
Northampton County,Virginia,0.7,36.5,7.1,0.2,3.2,57.9
Nottoway County,Virginia,0.3,39.3,3.8,0.4,2.1,56.6
Orange County,Virginia,0.7,12.7,3.4,0.3,1.4,82.4
Pittsylvania County,Virginia,0.3,22.1,2.1,0.2,0.8,75.5
Prince George County,Virginia,1.5,32,5.8,0.6,1.6,61.1
Marinette County,Wisconsin,0.5,0.3,1.3,0.6,0.4,97.1
Oneida County,Wisconsin,0.5,0.4,1.1,0.9,0.2,96.6
Ozaukee County,Wisconsin,1.7,1.4,2.3,0.2,0.6,94.9
Pepin County,Wisconsin,0.2,0.3,1,0.3,0.5,98.2
Pierce County,Wisconsin,0.7,0.6,1.5,0.4,0.5,96.6
Portage County,Wisconsin,2.8,0.5,2.6,0.4,0.8,94.2
Racine County,Wisconsin,1.1,11.1,11.5,0.4,5.1,79.7
Richland County,Wisconsin,0.5,0.5,2,0.3,0.7,97.3
Sauk County,Wisconsin,0.5,0.6,4.3,1.2,1.9,94.5
Sawyer County,Wisconsin,0.3,0.5,1.6,16.7,0.3,79.3
Washington County,Alabama,0.1,24.9,0.9,8,0.2,65.5
Fairbanks North Star Borough,Alaska,2.7,4.5,5.8,7,1.5,77
Southeast Fairbanks Census Area,Alaska,0.9,1.1,3.3,11.5,1,80.4
Yell County,Arkansas,1.3,1.4,19.1,0.7,8.2,86.7
Colusa County,California,1.3,0.9,55.1,2,27.3,64.7
Inyo County,California,1.3,0.6,19.4,11.4,9,74.1
Merced County,California,7.4,3.9,54.9,1.4,24.5,58
Plumas County,California,0.7,1,8,2.7,3,89
San Joaquin County,California,14.4,7.6,38.9,1.1,19.1,51
Sierra County,California,0.4,0.2,8.3,1.4,2.3,93.3
Putnam County,Georgia,0.5,26,6.3,0.2,4.1,67.9
Schley County,Georgia,0.7,23.3,3.2,0,1.9,73
Stewart County,Georgia,0.7,47.3,24,0.2,22.8,28
Telfair County,Georgia,0.6,36.5,12.3,0.2,4.1,57
Treutlen County,Georgia,0.2,32.6,1.5,0.2,0.8,65.2
Walton County,Georgia,1.1,15.6,3.2,0.3,1.4,80.1
Clark County,Kansas,0.8,0,7.4,0.6,3.1,92.4
Coffey County,Kansas,0.4,0.5,2,0.7,0.3,96.5
Comanche County,Kansas,0.3,0.3,3.9,0.2,1.3,96.5
Douglas County,Kansas,3.7,3.9,5.1,2.7,1.3,84.5
Finney County,Kansas,3.4,2.3,46.7,0.9,13.6,77
Gray County,Kansas,0.2,0.4,14.2,0.5,4.2,93.4
Haskell County,Kansas,0.2,0.3,27,0.7,11.3,85.5
Kearny County,Kansas,0.3,0.6,28.5,1,8.7,87.3
Lane County,Kansas,0.2,0.5,4.2,0.8,1.6,95.2
Lyon County,Kansas,2.3,2.4,20.1,0.7,8.3,83.5
Mitchell County,Kansas,0.3,0.2,1.1,0.4,0.3,98
Neosho County,Kansas,0.5,1.2,4.2,1.1,1.1,94.1
Osage County,Kansas,0.2,0.3,2,0.7,0.3,96.9
Pratt County,Kansas,0.3,1.2,5.4,0.6,1.9,94.1
Richmond County,Virginia,0.4,30.3,5.5,0.4,2.5,64.8
Roanoke County,Virginia,2.7,5,2.1,0.1,0.6,90
Rockingham County,Virginia,0.6,1.7,5.3,0.3,2.8,93.3
Shenandoah County,Virginia,0.5,1.7,6.1,0.2,2.8,93
Surry County,Virginia,0.3,46.1,1.2,0.3,0.3,51.3
Sussex County,Virginia,0.4,58.1,2.2,0.2,1.3,39.3
Washington County,Virginia,0.4,1.3,1.3,0.2,0.4,97
Westmoreland County,Virginia,0.6,28,5.7,0.4,2.8,65.9
York County,Virginia,4.9,13.4,4.4,0.4,1.4,76.4
Chesapeake city,Virginia,2.9,29.8,4.4,0.4,1.2,62.6
Covington city,Virginia,0.6,12.5,1.5,0.3,0.6,84.1
Fairfax city,Virginia,15.2,4.7,15.8,0.5,5.9,69.6
Sheboygan County,Wisconsin,4.6,1.5,5.5,0.4,2,89.9
Taylor County,Wisconsin,0.3,0.3,1.5,0.2,0.6,97.9
Walworth County,Wisconsin,0.8,1,10.3,0.3,4.5,91.9
Waukesha County,Wisconsin,2.7,1.3,4.1,0.3,1,93.3
Waushara County,Wisconsin,0.4,1.9,5.4,0.5,2.1,93.9
Albany County,Wyoming,2.8,1.2,8.8,0.7,2.4,90.1
Carbon County,Wyoming,0.7,0.7,16.8,1,6.5,88.8
Fremont County,Wyoming,0.4,0.3,5.6,21.2,1,74.3
Johnson County,Wyoming,0.4,0.2,3.2,1.1,0.7,96.5
Lincoln County,Wyoming,0.3,0.2,4.3,0.8,2,95.4
Sublette County,Wyoming,0.5,0.3,6.9,0.8,3.7,93.2
Tulare County,California,3.4,1.6,60.6,1.6,29,60.1
Bent County,Colorado,1,7.6,30.5,2.4,7.8,79.2
Clear Creek County,Colorado,0.6,0.6,4.7,0.8,0.9,95.3
Custer County,Colorado,0.4,1,4.7,0.7,0.9,95.3
El Paso County,Colorado,2.7,6.2,15.1,1,4.9,79.8
Grand County,Colorado,0.8,0.4,7.5,0.5,3.1,93.5
Hinsdale County,Colorado,0.4,0.4,2.8,1.1,1.3,95.1
Jefferson County,Colorado,2.6,1.1,14.3,0.9,4.2,88.4
Kit Carson County,Colorado,0.4,2.7,19,0.7,6.2,88.5
Mineral County,Colorado,0.1,0.3,2.9,0.6,0.3,97.3
Otero County,Colorado,0.8,0.8,40.3,1.8,14.3,78.5
Rio Grande County,Colorado,0.4,0.4,42.4,1.8,15.9,78.3
Summit County,Colorado,1,0.8,14.2,0.3,6.6,89.7
Litchfield County,Connecticut,1.5,1.3,4.5,0.2,1.4,93.9
Bradford County,Florida,0.5,20.4,3.6,0.3,0.7,76.4
Rice County,Kansas,0.4,1.3,10.1,0.7,3.6,91.4
Saline County,Kansas,2.1,3.3,9.7,0.5,3.4,87.6
Sheridan County,Kansas,0.2,0.1,3.3,0.4,1.3,96.8
Sumner County,Kansas,0.2,1,4.5,1.2,1.1,94.1
Wyandotte County,Kansas,2.5,25.2,26.4,0.8,12.9,54.6
Anderson County,Kentucky,0.5,2,1.3,0.1,0.6,95.5
Ballard County,Kentucky,0.2,2.9,1.1,0.2,0.3,94.7
Boyd County,Kentucky,0.5,2.8,1.4,0.2,0.4,94.7
Campbell County,Kentucky,0.8,2.5,1.7,0.1,0.6,94.3
Clark County,Kentucky,0.4,4.8,2.5,0.1,1,92.2
Crittenden County,Kentucky,0.2,0.8,0.5,0.4,0.1,97.7
Floyd County,Kentucky,0.2,0.7,0.6,0.1,0.2,98.2
Green County,Kentucky,0.2,2,1.4,0.4,0.5,95.7
Hardin County,Kentucky,2,11.6,5,0.5,1.5,80.5
Jessamine County,Kentucky,1,3.1,2.8,0.3,0.9,92.9
Larue County,Kentucky,0.2,3.1,2.8,0.3,0.9,93.9
Lincoln County,Kentucky,0.2,2.3,1.5,0.2,0.7,95.2
Prince William County,Virginia,7.5,20.2,20.3,0.6,8.6,57.8
Galax city,Virginia,0.5,6.2,14,0.1,5.2,85.8
Lexington city,Virginia,2.2,9.7,3.8,0.1,0.9,85.2
Manassas city,Virginia,5,13.7,31.4,0.6,14.6,61.7
Manassas Park city,Virginia,9,13,32.5,0.4,16.1,55.9
Norfolk city,Virginia,3.3,43.1,6.6,0.5,2.2,47.1
Petersburg city,Virginia,0.8,79.1,3.8,0.3,1.8,16.1
Radford city,Virginia,1.6,7.8,2.3,0.2,1,87
Staunton city,Virginia,0.8,12.1,2.2,0.2,0.8,83.7
Virginia Beach city,Virginia,6.1,19.6,6.6,0.4,2,67.7
Winchester city,Virginia,2.3,10.9,15.4,0.4,8.8,74.5
Benton County,Washington,2.7,1.3,18.7,0.9,9,82.4
Clark County,Washington,4.1,2,7.6,0.9,2.9,85.4
Sweetwater County,Wyoming,0.8,1,15.3,1,6.4,88.5
Teton County,Wyoming,1.1,0.2,15,0.5,8.1,88.4
Adjuntas Municipio,Puerto Rico,0,3.1,99.6,0.3,2.1,93.1
Aguas Buenas Municipio,Puerto Rico,0.1,12.6,99.5,0.6,9.7,72.5
A’±asco Municipi,Puerto Rico,0.1,7.2,99.2,0.4,7.5,82
Arroyo Municipio,Puerto Rico,0.2,32.5,99.1,0.9,9.5,53.5
Sanpete County,Utah,0.5,0.8,9.4,1.1,4.9,90.4
Summit County,Utah,1.2,0.4,11.5,0.3,5.7,90.5
Uintah County,Utah,0.5,0.4,7.1,7.7,2.2,86.6
Washington County,Utah,0.7,0.6,9.8,1.4,4.6,89.7
Bennington County,Vermont,0.7,0.8,1.4,0.3,0.3,96.6
Chittenden County,Vermont,2.8,2.1,1.8,0.3,0.4,92.5
Franklin County,Vermont,0.5,0.4,1.2,1,0.3,95.6
Clay County,Florida,2.9,9.9,7.7,0.5,1.9,81.8
DeSoto County,Florida,0.5,12.7,29.9,0.4,17.7,66.2
Gadsden County,Florida,0.5,56,9.5,0.3,5.9,35.9
Hamilton County,Florida,0.5,34.5,8.8,0.6,2.8,59.8
Leon County,Florida,2.9,30.3,5.6,0.3,1.2,63
Manatee County,Florida,1.6,8.7,14.9,0.3,5.3,81.9
Martin County,Florida,1.1,5.4,12.2,0.6,4.1,87.3
Pasco County,Florida,2.1,4.5,11.7,0.4,2.6,88.2
